set,rank,prop
verde,40,"channel(v_v,e1,color)."
verde,40,"field(v_v,e1,""Setting"")."
verde,40,"type(v_v,1,quantitative)."
verde,40,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
verde,40,"verde_color_enc_scheme(v_v,e1,""Setting"",nominal,""{""scheme"": ""pastel1""}"",0)."
verde,40,"aggregate(v_v,1,count)."
verde,40,"channel(v_v,e0,x)."
verde,40,"channel(v_v,1,y)."
verde,40,"zero(v_v,e0)."
verde,40,"zero(v_v,1)."
verde,40,"mark(v_v,bar)."
verde,40,"stack(v_v,zero)."
verde,41,view(v_v).
verde,41,"encoding(v_v,e0)."
verde,41,"encoding(v_v,e1)."
verde,41,"encoding(v_v,1)."
verde,41,"type(v_v,e1,nominal)."
verde,41,"bin(v_v,e0,10)."
verde,41,"type(v_v,e0,quantitative)."
verde,41,"channel(v_v,e1,color)."
verde,41,"field(v_v,e1,""Setting"")."
verde,41,"type(v_v,1,quantitative)."
verde,41,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
verde,41,"verde_color_enc_scheme(v_v,e1,""Setting"",nominal,""{""scheme"": ""pastel1""}"",0)."
verde,41,"aggregate(v_v,1,count)."
verde,41,"channel(v_v,1,x)."
verde,41,"channel(v_v,e0,y)."
verde,41,"zero(v_v,1)."
verde,41,"mark(v_v,tick)."
verde,42,view(v_v).
verde,42,"encoding(v_v,e0)."
verde,42,"encoding(v_v,e1)."
verde,42,"encoding(v_v,1)."
verde,42,"type(v_v,e1,nominal)."
verde,42,"bin(v_v,e0,10)."
verde,42,"type(v_v,e0,quantitative)."
verde,42,"channel(v_v,e1,color)."
verde,42,"field(v_v,e1,""Setting"")."
verde,42,"type(v_v,1,quantitative)."
verde,42,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
verde,42,"verde_color_enc_scheme(v_v,e1,""Setting"",nominal,""{""scheme"": ""pastel1""}"",0)."
verde,42,"aggregate(v_v,1,count)."
verde,42,"channel(v_v,1,x)."
verde,42,"channel(v_v,e0,y)."
verde,42,"zero(v_v,1)."
verde,42,"mark(v_v,bar)."
verde,42,"stack(v_v,zero)."
verde,43,view(v_v).
verde,43,"encoding(v_v,e0)."
verde,43,"encoding(v_v,e1)."
verde,43,"encoding(v_v,1)."
verde,43,"type(v_v,e1,nominal)."
verde,43,"bin(v_v,e0,10)."
verde,43,"type(v_v,e0,quantitative)."
verde,43,"field(v_v,e1,""Setting"")."
verde,43,"type(v_v,1,quantitative)."
verde,43,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
verde,43,"aggregate(v_v,1,count)."
verde,43,"verde_color_double_enc_scheme(v_v,e1,""Setting"",nominal,""{""scheme"": ""pastel1""}"",0)."
verde,43,"verde_color_double_enc_scheme(v_v,e0,""Gross_Current_Expenditure_x1000"",quantitative,""{""scheme"": ""oranges""}"",0)."
verde,43,"channel(v_v,e1,x)."
verde,43,"channel(v_v,e0,y)."
verde,43,"channel(v_v,1,size)."
verde,43,"mark(v_v,point)."
verde,44,view(v_v).
verde,44,"encoding(v_v,e0)."
verde,44,"encoding(v_v,e1)."
verde,44,"type(v_v,e1,nominal)."
verde,44,"type(v_v,e0,quantitative)."
verde,44,"field(v_v,e1,""Setting"")."
verde,44,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
verde,44,"verde_color_double_enc_scheme(v_v,e1,""Setting"",nominal,""{""scheme"": ""pastel1""}"",0)."
verde,44,"channel(v_v,e1,x)."
verde,44,"channel(v_v,e0,y)."
verde,44,"mark(v_v,point)."
verde,45,view(v_v).
verde,45,"encoding(v_v,e0)."
verde,45,"encoding(v_v,e1)."
verde,45,"encoding(v_v,1)."
verde,45,"type(v_v,e1,nominal)."
verde,45,"bin(v_v,e0,10)."
verde,45,"type(v_v,e0,quantitative)."
verde,45,"channel(v_v,e1,color)."
verde,45,"field(v_v,e1,""Setting"")."
verde,45,"type(v_v,1,quantitative)."
verde,45,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
verde,45,"verde_color_enc_scheme(v_v,e1,""Setting"",nominal,""{""scheme"": ""pastel1""}"",0)."
verde,45,"aggregate(v_v,1,count)."
verde,45,"channel(v_v,1,x)."
verde,45,"channel(v_v,e0,y)."
verde,45,"zero(v_v,e0)."
verde,45,"zero(v_v,1)."
verde,45,"mark(v_v,tick)."
verde,46,view(v_v).
verde,46,"encoding(v_v,e0)."
verde,46,"encoding(v_v,e1)."
verde,46,"encoding(v_v,1)."
verde,46,"type(v_v,e1,nominal)."
verde,46,"bin(v_v,e0,10)."
verde,46,"type(v_v,e0,quantitative)."
verde,46,"channel(v_v,e1,color)."
verde,46,"field(v_v,e1,""Setting"")."
verde,46,"type(v_v,1,quantitative)."
verde,46,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
verde,46,"verde_color_enc_scheme(v_v,e1,""Setting"",nominal,""{""scheme"": ""pastel1""}"",0)."
verde,46,"aggregate(v_v,1,count)."
verde,46,"channel(v_v,e0,x)."
verde,46,"channel(v_v,1,y)."
verde,46,"mark(v_v,tick)."
verde,47,view(v_v).
verde,47,"encoding(v_v,e0)."
verde,47,"encoding(v_v,e1)."
verde,47,"encoding(v_v,1)."
verde,47,"type(v_v,e1,nominal)."
verde,47,"bin(v_v,e0,10)."
verde,47,"type(v_v,e0,quantitative)."
verde,47,"channel(v_v,e1,color)."
verde,47,"field(v_v,e1,""Setting"")."
verde,47,"type(v_v,1,quantitative)."
verde,47,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
verde,47,"verde_color_enc_scheme(v_v,e1,""Setting"",nominal,""{""scheme"": ""pastel1""}"",0)."
verde,47,"aggregate(v_v,1,count)."
verde,47,"channel(v_v,e0,x)."
verde,47,"channel(v_v,1,y)."
verde,47,"zero(v_v,e0)."
verde,47,"zero(v_v,1)."
verde,47,"mark(v_v,bar)."
verde,47,"stack(v_v,normalize)."
verde,48,view(v_v).
verde,48,"encoding(v_v,e0)."
verde,48,"encoding(v_v,e1)."
verde,48,"encoding(v_v,1)."
verde,48,"type(v_v,e1,nominal)."
verde,48,"bin(v_v,e0,10)."
verde,48,"type(v_v,e0,quantitative)."
verde,48,"channel(v_v,e1,color)."
verde,48,"field(v_v,e1,""Setting"")."
verde,48,"type(v_v,1,quantitative)."
verde,48,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
verde,48,"verde_color_enc_scheme(v_v,e1,""Setting"",nominal,""{""scheme"": ""pastel1""}"",0)."
verde,48,"aggregate(v_v,1,count)."
verde,48,"channel(v_v,1,x)."
verde,48,"channel(v_v,e0,y)."
verde,48,"zero(v_v,1)."
verde,48,"mark(v_v,bar)."
verde,48,"stack(v_v,normalize)."
verde,49,view(v_v).
verde,49,"encoding(v_v,e0)."
verde,49,"encoding(v_v,e1)."
verde,49,"encoding(v_v,1)."
verde,49,"type(v_v,e1,nominal)."
verde,49,"bin(v_v,e0,10)."
verde,49,"type(v_v,e0,quantitative)."
verde,49,"channel(v_v,e1,color)."
verde,49,"field(v_v,e1,""Setting"")."
verde,49,"type(v_v,1,quantitative)."
verde,49,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
verde,49,"verde_color_enc_scheme(v_v,e1,""Setting"",nominal,""{""scheme"": ""pastel1""}"",0)."
verde,49,"aggregate(v_v,1,count)."
verde,49,"channel(v_v,1,x)."
verde,49,"channel(v_v,e0,y)."
verde,49,"zero(v_v,e0)."
verde,49,"zero(v_v,1)."
verde,49,"mark(v_v,bar)."
verde,49,"stack(v_v,zero)."
